,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
10,ND4,ACSL1,PDZRN4,QDPR,FCGBP,MARCHF3,ARHGAP24,FKBP5,SDK1,HLA-DPA1,CDC14A,PLXDC2,GFAP,ANGPTL4,PECAM1,FOXF1,ND2,MAML3,COL6A3,FAM177B,ERBB4,NEAT1,LINC00472,EGFR
11,ND1,CHI3L1,ZNF804A,MAN2A1,CT69,SRGN,PLXDC2,RAD51B,NXN,NXN,LNCAROD,CYP27A1,GALNTL6,LNCAROD,ERBB4,FENDRR,ZBTB20,MAML2,SYK,APOLD1,SPTLC3,CNTN5,CDC42EP4,IGFBP5
12,ITPKB,PREX1,QKI,ANLN,ERBB4,FKBP5,ITPR2,LINC00609,HS3ST2,LYPD6,ANGPTL4,NLRC5,MMD2,ARHGAP42,FOXO1,IGFBP7,HIF3A,EGFR,RGL3,ERBB4,SLC9A9,HSPA1A,NEAT1,LINC00609
13,COX3,SCIN,FKBP5,LOC105371366,FGFR3,APOLD1,TSHZ2,RNF144B,GFAP,NEAT1,CSF2RA,FKBP5,STEAP1B,NFATC2,ADARB2,TRGC1,HIP1,CALB2,FGFR3,ADAMTS9-AS2,GFAP,P2RX1,FKBP5,NPAS3
14,COX2,RASGRP3,HSPB1,LRRC1,ITGAL,RHOJ,NEAT1,ADGRG1,QKI,ZNF385D,PLA2G4A,ZNF804A,DPEP2,CSRP1,NDRG2,LRRC32,ERBB4,RGS12,AGMO,TSHZ2,PLCG2,RELN,GPX3,LHFPL2
15,ND2,PRKCH,DOCK10,EPCAM-DT,VWF,ADIPOR2,VAV3,MEGF11,TNS3,MMD2,RFTN2,PHYHD1,PARD3,RFTN2,ANLN,TM4SF18,EGFR,GALNTL6,VWF,FAM107B,MMD2,SDK1,AKR1C2,RGS12
16,MAML2,GSN,GFAP,SELENOP,SYK,NEDD9,THSD7A,EMID1,ADGRV1,LUZP2,ADARB2,WIF1,LINC00609,SLAMF1,EGFR,CLDN5,TMEM132C,NXN,ITGAL,IGFBP5,LINC01317,WWTR1,RANBP3L,LINC02798
17,GLIS3,SPP1,SEMA3C,APOLD1,RGL3,CDKN1A,SDK1,SYNPR,NEAT1,NLRC5,SGCZ,PDZRN4,AKAP13,ADARB2,THSD4,ACVRL1,KAT2B,HSPB1,EGFR,MAML3,PLD4,GALNTL6,GRAMD2B,NXN
18,CDH23,PLCG2,THSD7A,ERBIN,AGMO,COX3,GFAP,TMEM132C,RUNX1,PLXDC2,NFIA,SNTB1,TFEB,PARVG,SLC25A48,C7,NPAS3,GFAP,LINC01036,MAF,RAD51B,HIPK2,APOD,QKI
19,SASH1,FGD4,VAV3,SLC44A1,CLDN11,ITGA2,SASH1,LHFPL2,TMEM132C,PRUNE2,PARVG,PLTP,PLXDC2,FKBP5,RERG,TGFBR2,MIR3667HG,NDRG2,CT69,TRPM3,ADGRV1,DUSP1,DCN,ABTB3
20,ZBTB20,FLT1,RAD51B,ITPR2,ROR1,PELI1,ND6,LINC01088,PLXDC2,SLC7A5,CHST11,PSD2,LRMDA,TGM2,VRK2,LOC101929538,KIF19,LINC00877,ZNF804A,SMOC1,TMTC2,RAD51B,BCL6,GJA1
21,PRDM16,DOCK5,HSPA1B,CPQ,EGFR,CYTB,PDE3A,FGF2,CA8,DISC1,CSRP1,PARD3,NLRC5,PLD5,ZBTB20,PECAM1,QKI,LINC01091,XYLT1,ZNF385D,GALNTL6,APOLD1,ZFP36L1,GFAP
22,FAM107A,MYO1E,BCL6,PLD5,SYTL3,IFI16,SYTL3,LOC102546299,PECAM1,LRRC3B,ACACB,ADAMTSL1,CDH20,CSF2RA,LPCAT2,TGM2,ALK,RGS5,RAD51B,SULF2,NPAS3,PSD2,CEBPD,LINC01317
23,RIN2,MBP,SASH1,LRP4,DACH2,GNLY,ADGRV1,SLC24A3,APOLD1,HSPA1A,NFATC2,ZFHX4-AS1,KIAA1217,ACACB,LINC00298,ANXA3,PDZRN4,NFIA,ERBB4,ZBTB20,NFIA,TANC1,ZBTB20,H2AC6
24,SLC7A2,TMEM51,HSPA1A,TMT1A,KIAA1217,WWTR1,APOLD1,CDK18,SASH1,RYR3,LRRC3B,RUNX1,TPRG1,NFIA,NTNG1,MMRN1,CDH19,TMEM132C,RUNX2,H2AC6,LINC02742,HSPA1B,RIPOR3,RAD51B
25,GSN,LOC283194,B2M,PRUNE2,LINC01036,ITPR2,QKI,ROR1,RAD51B,RMST,FKBP5,ERMN,ADGRV1,TSHZ2,QKI,TAGLN2,APOLD1,CDKN2B-AS1,CLDN11,ROR1,APOLD1,EGFR,BGN,ADARB2
26,CSRP1,HS3ST4,CRYAB,LDLRAD3,FGFR2,TRIM56,ADARB2,GPC5,ACACB,RAD51B,NXN,HS3ST2,HPSE2,WIF1,ADAMTS9-AS2,TFPI,MEGF11,ID1,NXPH1,LINC01317,ATP1A2,RASGEF1C,EGFR,PLCG2
27,TPD52L1,PELI1,MAML2,HSPA1A,PLPPR1,PALM2AKAP2,ZNF804A,ZBTB20,CHST11,RNF144B,NEAT1,APOLD1,LINC02798,FGFR3,MAML2,IL4R,STK32A,NPAS3,PLCG2,GALNTL6,TRPM3,QKI,SLC16A12,ABI3BP
28,CHST11,ARHGAP6,CDH20,TPD52L1,SOX6,ADAMTS1,RAD51B,TNS1,ERBB4,ITPR2,ZBTB20,ITGAM,APOLD1,NXN,RYR3,CLEC7A,CRISPLD2,ERBB4,KIAA1217,RGS12,HS3ST2,FAXDC2,HSPB1,LYPD6
29,PLCE1,SLA,ND6,SPP1,RUNX2,ST6GALNAC3,CDK18,NEAT1,CNTN5,GFAP,ZNF804A,FLI1,CA8,GPR37L1,NPAS3,GGT5,VCAN,ZNF385D,MIR4300HG,SGO1-AS1,FKBP5,COL21A1,ZCCHC24,FAT4
30,NWD1,RANBP3L,TGFB2,EFHD1,HPGDS,TNFRSF10D,SLC7A2,CCL2,TENM1,GNLY,PRELID2,HIF3A,CHRM2,ADAMTS17,KCNN3,FLI1,SEMA3E,NUPR1,NEAT1,LINC00609,TSHZ2,NFIA,SRPX2,RGS10
31,MIR4300HG,RUNX1,GLUL,ELMO1,MYO5B,TNS1,HPSE2,NXN,IGFBP5,LYN,LINC00609,NPSR1,PLCG2,PECAM1,HHATL,LOC105374438,CDH20,LHFPL2,LAT2,SLC25A48,ND6,HIF1A,SLC6A12,LINC02742
32,LINC00511,TPRG1,ZNRF3,VSIR,CNTN5,ATP11C,CA8,NOS1,CABLES1,VWF,CBLN2,NTNG1,CREB5,LTBP1,NXN,HLA-E,RAB31,GRIN3A,FGFR2,OBI1-AS1,EPS8,ADARB2,COL4A1,NEAT1
33,LINC00472,CLEC5A,ERBB4,AMER2,RAD51B,PLSCR4,FKBP5,HMCN1,ITPR2,PLPPR1,TPD52L1,LNC-LBCS,KLHL1,KIAA1217,NEAT1,ND2,MT3,PBX3,ELMO1,TTN,CNTN5,CRYAB,USP53,TRPM3
34,FKBP5,SLC1A3,PARD3,PIEZO2,LAT2,SVIL,IGFBP5,ERBB4,ADARB2,GRIN2C,ADAMTS17,LINC00609,LNC-LBCS,GREM1,LINC00836,EMCN,RIN2,MRC1,CNTN5,ARHGAP31,SLC4A4,NXN,TIMP3,ADGRV1
35,ERBIN,ARHGAP15,MAF,LAMP2,SLC6A12,CD55,LOC105377448,PDZRN4,PRELP,PDE1C,KIAA1217,NKX6-2,PLTP,NDRG1,GRIK1,STAB1,BCL6,RERG,SOX6,ZFHX4,HIF3A,EMP2,SASH1,ATP1A2
36,BCL6,GLDN,CNTN5,ADIPOR2,XYLT1,ADAMTS9-AS2,PRELP,CLMN,ARHGAP24,HSPB1,MYO16,DHRS3,PHYHD1,SLCO1A2,HPSE2,DIPK2B,GFAP,GEM,COL21A1,HIPK2,CHST11,MYO16,ARHGAP42,SLC25A18
37,ADAM12,BNC2,TFEB,RELN,LUZP2,PITPNC1,SPP1,PBX3,IRAK3,STK32B,TENM1,LOC100507336,CXCL16,DSEL-AS1,TRPS1,PDLIM1,SMOC1,MYO1G,ZFHX3,PPFIBP2,GREM1,HSPB1,ZIC1,L3MBTL4
38,OLMALINC,PADI2,LINC02742,ADAMTS18,CCN1,TMEM51,TNS3,SEMA3C,ZBTB20,HYCC1,SASH1,RHOJ,MAML2,LRRC3B,NFIA,IRAK3,KIAA1217,LINC00836,ADAMTS9-AS2,LRP4,STEAP1B,NR2F2-AS1,LDLRAD3,C5orf64
39,AHNAK,HIF1A,CBLN2,SLC39A11,MLC1,MT2A,CABLES1,FAXDC2,LINC02072,CNTN5,LRRC63,SEMA3E,H2AC6,SLC39A11,LINC00472,SH3TC1,MAF,SFMBT2,LINC01317,GNG12,PALD1,C11orf96,SYTL4,LINC01088
40,RASSF8,FCGBP,GALNTL6,GPRC5B,SLC35F4,COL4A1,PARD3,TRPS1,PARD3,BCAS1,SPATA13,ADAMTS17,CFAP47,PDK4,L3MBTL4,IFITM2,HSPB1,MSR1,DPP10,RIPOR3,L3MBTL4,DSEL-AS1,DENND3,GRIN3A
41,PLIN5,NHSL1,NDRG2,SOX10,PLXDC2,SP100,RUNX1,PLA1A,LINC02742,HS3ST4,ARHGAP42,STK33,IGFBP5,NEAT1,FAT4,ANO2,LINC01748,CNTN5,SYTL3,NXN,EDA,ARHGAP6,IFITM3,MAML3
42,MTUS1,ARHGAP24,TRPS1,PDK4,SULF1,SOCS3,LINC02742,LUZP2,EDA,PLCG2,STEAP1B,HES5,CYP27A1,CLMN,GFAP,FLT1,CHST3,KLHL1,ABCA1,ABTB3,PLXDC2,ITGA8,IFITM2,PLXDC2
43,KCNN3,LHFPL2,HLA-B,SEMA5A,FAM177B,MYOF,HCK,PWRN1,PARD3B,CDK18,PDLIM5,VAV3,ACACB,LINC00609,LINC00548,ZFP36,ZHX2,IGFBP5,SULF1,HPSE2,RGS12,STEAP1B,SLC7A2,PDE1C
44,KCNJ10,CLEC1A,MT2A,HSPA1B,TPRG1,KAT2B,NXN,PIK3R5,B2M,ERBB4,KCNN3,NFIA,SYTL3,IGFBP7,PLCG2,BNC2,MIR4300HG,FAT4,PRELID2,FGD4,SEMA3E,GFAP,LAMA2,APOLD1
45,VAV3,WIPF1,NXN,KIF19,SLC26A5-AS1,MSN,NFIA,NINJ2,GPRC5B,HPSE2,PLD5,EYA4,HS3ST2,FGFR2,LHFPL2,VWF,TMT1A,NEAT1,MAF,HSPB1,ADGRE2,TNS1,TMT1A,HPN-AS1
46,ERBB4,RASSF2,SEMA3E,RASSF2,MECOM,PCAT19,ALDH1A1,ABTB3,SLC25A18,LMNTD1,NOS1,RAD51B,PDE3A,PHF21B,C8orf34,CD93,ATP1A2,H2AC6,RANBP3L,CNTN5,CBLN2,FGD4,ADAMTS9-AS2,CA8
47,FOXO1,HCLS1,H2AC6,HLA-A,STEAP1B,ND2,LINC00511,QKI,ZNF804A,HSPA1B,SDK1,PXK,PBX3,SFMBT2,LYPD6,IFI16,DUSP1,ZBTB20,RGS12,NPAS3,HSPA2,ROR1,TNS1,GPRC5B
48,EYA2,SPON1,PHF21B,NDRG2,CD9,SLC2A3,RELN,GALNTL6,HSPA1B,KCNN3,GFAP,GPC5,HS3ST4,LAMA3,LINC01931,NOSTRIN,H2AC6,SPATA13,LHFPL2,QKI,APBB1IP,LRMDA,DNAH11,ABCA1
49,KCNE4,RASSF8,PLXDC2,SFMBT2,PRDM16,IL2RG,STEAP1B,SEMA3E,PPFIBP2,SGO1-AS1,ND6,NXN,ZHX2,RGR,SMOC1,TIE1,CHST11,ITK,ADGRV1,PLCG2,HSPA1B,GSN,NDRG2,PDLIM5
50,TRPS1,TLR5,CNR1,OLMALINC,CHST11,DUSP1,FCMR,EMX2OS,VAV3,JAML,ITPR2,CHST11,TNS3,ITPKB,LAMA3,TNFRSF1B,TRPS1,OLMALINC,TRPS1,SYTL3,FGFR2,MMD2,FMO2,SHISA6
51,HGF,ALOX15B,LHFPL2,LOC105377448,NKD1,SAMD4A,SLC1A3,DISC1,ND6,LINC02742,RASGEF1C,LINC02742,LOC105377448,LINC01010,LINC02742,MT1M,GRIK1,SLC1A3,SEMA3E,NDRG2,SERPINE1,LINC02997,NID1,SPP1
52,SLC39A12,PARVG,CTSB,ST6GALNAC3,SPATA13,ZFP36L1,CEACAM4,ADGRE2,STEAP1B,NDRG2,PLXDC2,ERBB4,OBI1-AS1,KCNN3,TSHZ2,CYSLTR1,FGL1,TSHZ2,PTN,NFIA,LRMDA,TNFSF10,RNF152,LINC01931
53,SLC7A11,ITPKB,SRGAP1,ADARB2,LINC02742,NID1,NDRG2,FAM107B,MAML2,SAMD4A,KIF19,AKAP13,RASGEF1B,MAML2,LOC102546299,RREB1,ZCCHC24,CLIC4,TENM1,MBP,RELN,RGS20,RFTN2,KLHL1
54,GFAP,AXL,SYTL3,CDKN1C,ND6,LPAR5,CEMIP,SUSD3,FAM107A,ZFHX4-AS1,TMTC2,SLC31A2,CD96,LINC02798,TMEM132C,SRGN,PIP4K2A,RAD51B,SFMBT2,IFITM3,LHFPL3,SLC25A48,ANGPTL4,DOCK8
55,TANC1,TBC1D16,ADAMTS17,LHFPL2,NDST4,ERG,MAF,TMT1A,GJA1,RUNX1,FSHR,NEAT1,PLCH1,PRDM16,H2AC6,THSD4,SLC25A18,ZFHX4,GLI3,FOXO1,TRPS1,LINC01500,APOLD1,PRUNE2
56,ACSBG1,TNFRSF11B,SPP1,AGMO,WDFY4,LDLRAD3,SLC25A18,STK32A,SLC6A12,MBP,MBP,GALNTL6,MITF,ZFHX4,HS3ST2,EPSTI1,ITGB4,LINC02997,ITPR2,LTBP1,ADARB2,TSHZ2,ZHX2,ARHGAP24
57,SRGAP1,LAPTM5,HIF3A,LRP2,ROBO2,HILPDA,GJA1,ZFHX4,LINC00511,LINC00609,TLR4,LINC01482,PSD2,PLCG2,PRELID2,RNASE1,PRIMA1,ITPKB,LINC02742,LINC00548,MAML3,TNS3,RAB31,GREM1
58,ACACB,MAML2,NLRP1,HLA-C,IGFBP5,COX2,SYTL4,CYBA,LRMDA,FKBP5,NDE1,LOC285626,RUNX1,ITGA8,LINC01317,LEF1,SGO1-AS1,CREB5,SERPINE1,ATP1A2,SPATA13,LGR5,AASS,TNS3
59,CD44,ARHGAP22,SLC7A2,BCL6,PTN,ANO2,TFEB,BOK,RYR3,RBM47,HLA-E,STEAP1B,PXK,FOXO1,RGS12,INPP5D,AKAP13,LNC-LBCS,HCK,LHFPL2,TNS3,PLCE1,DUSP1,KCTD12
60,RFX4,CYP27A1,ZFHX4,ITPKB,GPRC5B,IRAK3,LOC102546299,FGD4,LGALS9,LINC01480,LINC02798,PDE3A,DACH2,MEGF11,LRMDA,MCAM,MERTK,COBLL1,FSHR,RUNX1,PCDH15,AEBP1,GADD45B,SYTL3
61,ADAM33,LCP2,GREM1,CD22,PRELID2,PECAM1,LINC01821,MAML3,BCL6,LINC02798,CA2,SYNE2,FGD4,SULF1,AMER2,UACA,BMP7,MAF,ADARB2,HYCC1,RASGEF1B,ADAM33,GLUL,ZNF804A
62,MAF,HIPK2,TSHZ2,NEAT1,BMPR1B,FREM2,FAM107A,CTSB,HS3ST4,APOLD1,B2M,CRYAB,SCHLAP1,FGF2,SRGAP1,IFI27,KIAA0040,ROR1,TLL1,TNFRSF10D,ENOX2,RNF144B,PDE3A,FGD4
63,HSPB1,PRAM1,GPRC5B,CDH20,SEMA3E,GPX3,H2AC6,CABLES1,ABTB3,NOSTRIN,PLCG2,HLA-B,OTULINL,PLCE1,SGO1-AS1,TMCC3,SLAIN1,IPCEF1,PLPPR1,PRELID2,SPP1,TAFA4,NUPR1,SEMA3E
64,ZFP36L1,APOC1,TENM1,CA2,GLI3,ADGRG1,CACHD1,CA2,GLUL,MAML2,ANO2,PCAT1,SPP1,PLXDC2,GNG12,EBF1,ENOX2,DUSP1,ACACB,EFHD1,SLC1A3,VAV3,IL17RA,CDH20
65,SLC25A18,SDK1,PELI1,NDRG1,LINC02798,SLC2A9,CDC42EP4,NDRG2,LINC02798,ACACB,ZCCHC24,GNA14,VAV3,EFHD1,SPP1,ALPK1,PLD5,SH3TC2,DACH2,GFAP,HSPA1A,AHNAK,EFHD1,NFIA
66,COL21A1,SPN,H1-3,CLCA4,HCK,CXCL16,FSHR,TFEB,PBX3,RASGEF1C,CLIC4,B2M,TNFAIP8,EDA,ADGRV1,ATP10A,DISP1,SUSD3,PRELP,RAD51B,TMC6,EDA,GYPC,LOC102546299
67,DDR2,USP6NL,SLC25A18,MT3,ITPKB,TINAGL1,PLCG2,STEAP1B,NDRG2,HES5,SYNPR,LINC02882,ADGRG1,PREX2,PNOC,ITGA2,RFTN2,LINC00609,TSHZ2,CIMAP1B,AMER2,PARD3B,F3,ZFHX4
68,TGFB2,UTRN,RGMA,XYLT1,HIP1,FOXF1,EDA,CNTN5,HIF3A,NTNG1,LINC00877,LAT2,GLUL,SPP1,ZFHX4,PLA2G4A,EMID1,COL5A3,GREM1,SLC25A18,GEM,ZNF804B,IL1R1,CHI3L1
69,RFTN2,TGFB1,FAM107A,DOCK1,AQP4,LYPD6,COLEC12,STAB1,SYTL3,DUSP1,TMT1A,RGS12,ADAMTSL1,SRGAP1,BCL6,ZFP36L1,MTUS1,NDST4,GFAP,ADGRV1,ZNF385D,GEM,H2AC6,FKBP5
70,COLEC12,PITPNC1,STEAP1B,LHFPL3,SYNPR,LOC105374438,ADAMTS17,ARHGAP42,PRELID2,ELMO1,TGFBR1,LRMDA,GABRE,MAF,RANBP3L,TRIM56,CD96,ITGA1,ZHX2,DPP10,CDH20,STOM,ABCA8,MAF
71,EGFR,VSIG4,LINC01317,MAF,TTR,MT1M,FGD4,ITGA8,EMID1,RHOJ,KCNMB1,PBX3,SEMA3E,CECR2,RASSF8,ERG,GPRC5B,ZFP36L2,CHI3L1,RASGEF1B,SOX6,DAAM2,CDKN1A,TMEM163
72,CHI3L1,MYOF,IGFBP5,NLRC5,MAML2,DEPP1,GREM1,GNLY,MECOM,SRGAP1,ZFHX4,MAF,ERBB4,TXNIP,NDRG1,TSHZ2,HSPA1A,C10orf90,NDRG2,KLHL1,FAM107A,LINC01098,AEBP1,KCNN3
73,GRAMD2B,NEDD9,CDK18,RFTN2,GLIS3,PLSCR1,HS3ST4,SASH1,ALDH1L1,HS3ST2,HIF3A,DNAH11,LINC00877,HSPA1B,SEMA3E,PDLIM5,ARHGEF26,SHISA6,NPAS3,DAPK2,LOC101927314,ADAMTS1,ADM,SDC4
74,LDLRAD3,TBXAS1,NFIA,RASSF8,ZNF804A,HIP1,MMD2,DOCK10,RHOJ,GPRIN3,PECAM1,SRGAP1,HLA-B,SLC1A3,RAD51B,LDLRAD3,PDE4B,H1-3,CA8,RAB31,CARD8,CECR2,PITPNC1,EFHD1
75,PHYHD1,SLC7A5,LOC285626,CSRP1,QKI,IL17RA,ABI3BP,HSPA2,SMOC1,LINC01265,VRK2,SLC7A2,SLC1A3,ITGB2,CDK18,MECOM,FOXO1,ITGAM,HIF3A,SPP1,PDZRN4,LITAF,DDIT4,TSHZ2
76,EGLN3,RNASET2,DHRS3,PIP4K2A,FA2H,GPR37L1,EPCAM-DT,AQP1,AQP4,PTCHD4,NDRG1,CDK18,LINC01060,LGALS9,SYTL3,SLCO2B1,DOCK5,FAM177B,CLDN5,TFEB,FAM107B,ACP3,PLIN2,CACHD1
77,RYR3,PDLIM5,SLC24A3,LINC01445,MGST1,TMEM132C,ITPKB,CDC42EP4,HCK,MYT1,ITPKB,CDH20,KAT2B,DNAH11,HIP1,SP100,PLIN5,SMOC1,MMD2,LRRC63,H2AC6,XYLT1,JUNB,FOXO1
78,PADI2,LINC01736,APOLD1,PACRG-AS3,LRP2,TES,FAM107B,IL1RAPL2,SYT6,PECAM1,HSPA1B,TNS3,LAT2,CNTN5,CHRM2,KANK1,LRRC1,PLAC8,ND6,AMER2,LHFPL2,TRPM3,TGFB1,ZNF385D
79,ZNF804B,RCSD1,DNAH11,SPATA13,GPC5,STOM,PECAM1,GPRC5B,ITPKB,TMEM98,AASS,ACACB,PECAM1,RBM47,APOLD1,LRMDA,TLR1,FOXO1,PDZRN4,STEAP1B,MAF,GLIS3,ZFHX3,SYNPR
80,CLIC4,KLHL6,ARHGAP24,B2M,SLC7A5,LRRC32,GLUL,TANC1,DISC1,TSPAN15,PREX2,PDE1C,PON2,COL21A1,CHI3L1,RHBDF2,OLMALINC,EDA,ANGPT1,ARHGAP15,PTH1R,MRC2,AHNAK,RUNX1
81,LINC00298,SRGAP2B,MYO15B,HSPB1,BCL6,ZHX2,PLIN5,HS3ST2,CDK18,ROR1,HSPA1A,CTSC,RAD51B,SGCZ,RUNX2,MYO15B,ADARB2,SLC7A5,LINC00609,ZFHX4-AS1,PBX3,SLC1A3,THBS1,MIR3681HG
82,KLF2,SAMD4A,ARHGAP6,PDLIM5,PADI2,GNG12,ADIRF,MAF,LOC102546299,ADARB2,S100Z,TMTC2,ADARB2,CPED1,CA8,PARP9,PXK,ZFP36L1,LPAR5,SHISA6,LINC00511,PCDH15,RGL3,CHST11
83,TMT1A,RREB1,EGFR,HLA-E,LINC01317,PLA1A,MAML2,SDK1,PDLIM5,CHD7,RAD51B,ROR2,SLA,LINC02742,ND6,ITGA1,VRK2,APOLD1,SLC9A9,GPRIN3,NXPH1,SASH1,FOXC1,LRRC63
84,LTBP1,SERPINE1,RUNX1,CYBRD1,ABCA1,GNB4,LINC02072,PIK3CG,SPP1,TFEB,LOC105374438,SLC25A18,KIF26B,CDH20,KCNIP1,EPAS1,MAML2,ZHX2,STEAP1B,EZR,LINC01179,PRELID2,CPM,AKAP13
85,SLC25A48,SRGAP1,CHST11,ZCCHC24,MYRF,CDC42EP4,SLA,SCD,LINC01445,LRMDA,ZNF804B,LINC01098,CRYAB,CNKSR3,HIF3A,HIF3A,SASH1,NWD1,H2AC6,OLMALINC,OLMALINC,CASP10,SERPINH1,LRMDA
86,PCSK5,ELMO1,GJA1,FOXO1,MEGF10,EGFR,TGFB2,RREB1,GREM1,GPRC5B,GRIN2C,HSPA1B,ANKRD44,KIF26B,CRISPLD2,CD82,TMEM63A,CARNS1,FBLN1,SDC4,QKI,RNF220,TBX3,ACACB
87,HPN-AS1,LINC02798,SDC4,LINC00472,WIPF1,IL1RL1,CLMN,RASSF8,CEMIP,GRIK1,TSHZ2,HS3ST5,LOC124909494,PARD3,SLC35F4,TNFAIP8,SLC9A9,ADAMTS6,ITPKB,HSPA1A,CLIC4,FKBP5,SLC6A13,SDK1
88,GEM,RUNX2,ATP1B2,LUCAT1,GAB3,TGIF2,LINC00609,LOC105377448,CLDN5,STEAP1B,APOLD1,HSPB1,ATP1B2,MTUS1,PITPNC1,SHROOM4,SOX10,ROBO2,FOS,DISC1,AQP4,RANBP3L,PARD3,PHF21B
89,MEGF10,GPRIN3,DOCK1,CLMN,PSD2,SLC25A13,LINC00877,NDRG1,SEMA3E,FOS,ZHX2,GSN,GEM,NDRG2,SLC39A11,FAM107B,RHOJ,KCNE4,NDRG1,KCTD12,KCNN3,HSPA6,EBF1,NOS1
90,RGMA,ST18,LOC105376244,AZGP1,MIR4300HG,ADGRG6,HIF3A,GIMAP5,DPP10,MLC1,GRAMD2B,PRELP,SLC31A2,ROR1,LINC00299,CNKSR3,SRGAP2,DCN,APOLD1,NOS1,ITGA8,THEMIS,C7,AMER2
91,ELF1,TLR2,LINC00511,GALNT15,VEGFA,H2AC6,CECR2,THSD7A,THSD4,SASH1,SOCS6,TRPS1,HSPA1B,GNA14,OLMALINC,AHNAK,WHRN,MARCHF3,FGD4,THSD7A,ARHGAP15,HIF3A,SHISA6,EPS8
92,NXN,SLC6A12,PAWR,PCSK6,LRRC3B,CRYBG3,LAIR1,LTC4S,ALOX15B,ITPKB,CD53,VSIG4,SLC25A18,YAP1,MAF,NEAT1,UST,LRMDA,SASH1,PXK,PARD3B,CHST11,NHSL1,SLC1A3
93,MERTK,ZHX2,DISP1,CHD7,ATP11C,PREX1,BCL6,TF,CYP27A1,KIT,MTUS1,LINC02798,VEGFA,TPD52L1,LHFPL3,RBPMS,NEAT1,TTYH2,GLIS3,MYT1,PAWR,FAM107A,YBX3,TNFRSF1B
94,LMNTD1,CPM,CCN1,PHF21B,CD82,CD79B,HSPB1,ITGB5,RGS12,QKI,LOC102546299,RGS5,NXN,ADGRV1,FOS,ADAMTS6,PBX3,GPC5,POSTN,FAT4,CAPN3,CD7,ITPR2,SGCZ
95,TSHZ2,PCSK5,TNS3,CXCR4,TRPS1,SASH1,LHFPL2,LOC105376219,FAXDC2,ITGA8,CNKSR3,ADGRV1,LINC00276,PIEZO2,FKBP5,CARD8,CD82,PCSK6,CBLN2,CDC42EP4,GSN,CNP,PAWR,SLC1A5
